level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
1	3	1164390.880	1164390.880	1164404.064	#ffc0cb	1.0	ProfTask <3>						82
1	3	1164431.041	1164431.041	1164436.216	#ffc0cb	1.0	ProfTask <3>						83
1	3	1164746.447	1164746.447	1164753.372	#ffc0cb	1.0	ProfTask <4>						84
1	3	1164794.721	1164794.721	1164801.321	#ffc0cb	1.0	ProfTask <4>						85
1	3	1207340.857	1207340.857	1207348.217	#ffc0cb	1.0	ProfTask <5>						86
1	3	1207357.779	1207357.779	1207362.525	#ffc0cb	1.0	ProfTask <5>						87
1	3	1257468.208	1257468.208	1257475.225	#ffc0cb	1.0	ProfTask <6>						88
1	3	1257512.563	1257512.563	1257518.405	#ffc0cb	1.0	ProfTask <6>						89
1	3	1257612.061	1257612.061	1257621.839	#ffc0cb	1.0	ProfTask <6>						90
1	3	1257633.588	1257633.588	1257640.573	#ffc0cb	1.0	ProfTask <6>						91
1	3	1278088.519	1278088.519	1278094.369	#ffc0cb	1.0	ProfTask <8>						92
1	3	1278227.506	1278227.506	1278250.584	#ffc0cb	1.0	ProfTask <7>						93
1	3	1278329.460	1278329.460	1278341.946	#ffc0cb	1.0	ProfTask <0>						94
1	3	1278465.635	1278465.635	1278473.130	#ffc0cb	1.0	ProfTask <9>						95
1	3	1278531.783	1278531.783	1278539.848	#ffc0cb	1.0	ProfTask <0>						96
1	3	1278559.197	1278559.197	1278563.854	#ffc0cb	1.0	ProfTask <0>						97
1	3	1278647.025	1278647.025	1278654.038	#ffc0cb	1.0	ProfTask <12>						98
1	3	1278732.052	1278732.052	1278737.425	#ffc0cb	1.0	ProfTask <11>						99
1	3	1278822.472	1278822.472	1278827.664	#ffc0cb	1.0	ProfTask <14>						100
1	3	1278836.004	1278836.004	1278846.984	#ffc0cb	1.0	ProfTask <13>						101
1	3	1278863.656	1278863.656	1278867.667	#ffc0cb	1.0	ProfTask <12>						102
1	3	1278941.853	1278941.853	1278947.582	#ffc0cb	1.0	ProfTask <12>						103
1	3	1279087.247	1279087.247	1279093.462	#ffc0cb	1.0	ProfTask <15>						104
1	3	1279119.581	1279119.581	1279132.688	#ffc0cb	1.0	ProfTask <13>						105
1	3	1279182.513	1279195.488	1290530.227	#00fff6	1.0	legate::numpy::FillTask [CPU] <13>		[[0, 1, 570], [0, 3, 624]]	[[0, 0, 409], [0, 1, 223], [0, 1, 46]]		[[0, 4, 12]]	566
1	2	1280719.209	1290575.311	1301160.372	#00fff6	1.0	legate::numpy::FillTask [CPU] <23>		[[0, 1, 448], [0, 3, 626]]	[[0, 1, 328], [0, 0, 321], [0, 0, 407], [0, 0, 324]]		[[0, 4, 12]]	568
1	1	1281679.018	1301205.707	1312999.079	#00fff6	1.0	legate::numpy::FillTask [CPU] <36>		[[0, 1, 686]]	[[0, 2, 628], [0, 1, 342], [0, 1, 225], [0, 3, 265], [0, 0, 345]]		[[0, 4, 12]]	623
1	3	1290605.372	1313041.542	1316508.577	#00fff6	1.0	legate::numpy::FillTask [CPU] <33>		[[0, 1, 687]]	[[0, 1, 334], [0, 1, 332]]		[[0, 4, 12]]	679
1	2	1301228.669	1316545.328	1319918.397	#00fff6	1.0	legate::numpy::FillTask [CPU] <42>		[[0, 0, 635]]	[[0, 0, 163], [0, 0, 216]]		[[0, 4, 12]]	3
1	3	1319957.314	1319957.314	1319964.781	#ffc0cb	1.0	ProfTask <42>						106
1	3	1319992.164	1320009.542	1333283.719	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <47>		[[0, 2, 628], [0, 0, 689]]	[[0, 1, 227], [0, 0, 415], [0, 1, 349]]		[[0, 4, 12]]	5
1	3	1333326.173	1333326.173	1333334.715	#ffc0cb	1.0	ProfTask <47>						107
1	3	1333355.300	1333381.736	1346503.982	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <52>		[[0, 2, 7], [0, 2, 623], [0, 1, 637]]	[[0, 1, 420], [0, 1, 421], [0, 1, 358], [0, 2, 5]]		[[0, 4, 12]]	628
1	3	1346566.949	1346589.948	1353143.177	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <58>		[[0, 3, 269], [0, 0, 639]]	[[0, 1, 576], [0, 1, 578], [0, 2, 628]]		[[0, 4, 12]]	7
1	3	1353185.134	1353185.134	1353193.257	#ffc0cb	1.0	ProfTask <58>						108
1	3	1353219.426	1353240.213	1358415.641	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <65>		[[0, 1, 691], [0, 2, 9], [0, 3, 267]]	[[0, 1, 463], [0, 1, 464], [0, 3, 265]]		[[0, 4, 12]]	629
1	3	1358489.897	1358516.042	1363745.920	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <71>		[[0, 0, 641], [0, 2, 11]]	[[0, 0, 479], [0, 2, 629], [0, 0, 476]]		[[0, 4, 12]]	9
1	3	1363795.948	1363795.948	1363805.182	#ffc0cb	1.0	ProfTask <71>						109
1	3	1363840.145	1363869.877	1368701.245	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <77>		[[0, 3, 630], [0, 0, 643]]	[[0, 0, 488], [0, 2, 9], [0, 1, 486]]		[[0, 4, 12]]	11
1	3	1368739.249	1368739.249	1368746.421	#ffc0cb	1.0	ProfTask <77>						110
1	3	1368771.516	1368793.530	1373328.678	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <84>		[[0, 0, 645]]	[[0, 1, 502], [0, 1, 501], [0, 3, 273]]		[[0, 4, 12]]	680
1	3	1805328.138	1805328.138	1805337.533	#ffc0cb	1.0	ProfTask <86>						111
1	3	1805375.803	1805375.803	1805382.225	#ffc0cb	1.0	ProfTask <86>						112
1	3	1843775.371	1843775.371	1843805.275	#ffc0cb	1.0	ProfTask <1>						113
1	3	1843817.171	1843817.171	1843824.922	#ffc0cb	1.0	ProfTask <89>						114
1	3	1843844.761	1843844.761	1843861.109	#ffc0cb	1.0	ProfTask <89>						115
1	3	1843886.263	1843886.263	1843893.154	#ffc0cb	1.0	ProfTask <1>						116
1	3	1843937.108	1843937.108	1843943.529	#ffc0cb	1.0	ProfTask <89>						117
1	3	1844034.676	1844034.676	1844041.454	#ffc0cb	1.0	ProfTask <88>						118
1	3	1844091.466	1844091.466	1844097.428	#ffc0cb	1.0	ProfTask <88>						119
1	3	1844123.736	1844123.736	1844129.659	#ffc0cb	1.0	ProfTask <1>						120
1	3	1844167.643	1844167.643	1844182.143	#ffc0cb	1.0	ProfTask <47>						121
1	3	1844214.123	1844214.123	1844221.266	#ffc0cb	1.0	ProfTask <87>						122
1	3	1844257.222	1844257.222	1844263.836	#ffc0cb	1.0	ProfTask <48>						123
1	3	1844301.260	1844301.260	1844305.938	#ffc0cb	1.0	ProfTask <87>						124
1	3	1844676.874	1844676.874	1844697.739	#ffc0cb	1.0	ProfTask <79>						125
1	3	1844770.899	1844770.899	1844776.660	#ffc0cb	1.0	ProfTask <87>						126
1	3	1844809.980	1844809.980	1844816.809	#ffc0cb	1.0	ProfTask <13>						127
1	3	1844857.582	1844857.582	1844865.890	#ffc0cb	1.0	ProfTask <87>						128
1	3	1844935.962	1844935.962	1844943.256	#ffc0cb	1.0	ProfTask <23>						129
1	3	1844963.598	1844963.598	1844971.617	#ffc0cb	1.0	ProfTask <87>						130
1	3	1845015.224	1845015.224	1845023.543	#ffc0cb	1.0	ProfTask <24>						131
1	3	1845051.132	1845051.132	1845067.224	#ffc0cb	1.0	ProfTask <87>						132
1	3	1845129.295	1845129.295	1845137.136	#ffc0cb	1.0	ProfTask <87>						133
1	3	1845147.332	1845147.332	1845163.365	#ffc0cb	1.0	ProfTask <38>						134
1	3	1845171.090	1845171.090	1845177.515	#ffc0cb	1.0	ProfTask <87>						135
