level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
1	3	1278661.355	1278661.355	1278670.464	#ffc0cb	1.0	ProfTask <10>						292
1	3	1278677.818	1278677.818	1278682.210	#ffc0cb	1.0	ProfTask <14>						293
1	3	1279381.573	1279381.573	1279387.931	#ffc0cb	1.0	ProfTask <0>						294
1	3	1279397.429	1279397.429	1279409.712	#ffc0cb	1.0	ProfTask <15>						295
1	3	1279450.771	1279450.771	1279457.216	#ffc0cb	1.0	ProfTask <17>						296
1	3	1279491.926	1279491.926	1279502.598	#ffc0cb	1.0	ProfTask <0>						297
1	3	1279554.996	1279554.996	1279565.486	#ffc0cb	1.0	ProfTask <17>						298
1	3	1279612.008	1279612.008	1279618.651	#ffc0cb	1.0	ProfTask <19>						299
1	3	1279629.022	1279629.022	1279637.142	#ffc0cb	1.0	ProfTask <15>						300
1	3	1279637.815	1279646.909	1290673.584	#00fff6	1.0	legate::numpy::FillTask [CPU] <15>		[[0, 0, 571]]	[[0, 0, 406], [0, 0, 277], [0, 0, 282], [0, 1, 199], [0, 3, 569]]		[[0, 4, 12]]	567
1	2	1280268.662	1290724.634	1301522.032	#00fff6	1.0	legate::numpy::FillTask [CPU] <24>		[[0, 3, 567], [0, 1, 449]]	[[0, 1, 212], [0, 1, 224], [0, 1, 213]]			569
1	1	1281955.581	1301559.534	1313329.507	#00fff6	1.0	legate::numpy::FillTask [CPU] <38>		[[0, 3, 627], [0, 0, 633]]	[[0, 2, 566], [0, 1, 344], [0, 0, 157], [0, 0, 411], [0, 1, 226]]		[[0, 4, 12]]	624
1	3	1290746.977	1313364.414	1316831.920	#00fff6	1.0	legate::numpy::FillTask [CPU] <35>		[[0, 0, 634]]	[[0, 1, 337], [0, 3, 626], [0, 1, 338]]			625
1	2	1301577.337	1316862.415	1320182.092	#00fff6	1.0	legate::numpy::FillTask [CPU] <43>		[[0, 1, 688], [0, 3, 625], [0, 3, 627]]	[[0, 1, 165], [0, 0, 218], [0, 2, 568]]		[[0, 4, 12]]	626
1	3	1320203.531	1320208.211	1333389.695	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <48>		[[0, 0, 636], [0, 3, 265]]	[[0, 0, 348], [0, 1, 351], [0, 3, 626], [0, 3, 624], [0, 0, 360], [0, 1, 350]]		[[0, 4, 12]]	627
1	3	1333436.151	1333450.382	1347048.850	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <53>		[[0, 2, 623], [0, 0, 638], [0, 2, 629]]	[[0, 0, 359], [0, 0, 357], [0, 0, 356], [0, 3, 627], [0, 0, 166]]		[[0, 4, 12]]	265
1	3	1347087.138	1347087.138	1347098.437	#ffc0cb	1.0	ProfTask <53>						301
1	3	1347122.092	1347145.449	1353587.731	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <60>		[[0, 0, 640]]	[[0, 3, 269], [0, 1, 461], [0, 2, 629], [0, 1, 462]]		[[0, 4, 12]]	267
1	3	1353620.664	1353620.664	1353625.527	#ffc0cb	1.0	ProfTask <60>						302
1	3	1353653.992	1353676.454	1358922.645	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <66>		[[0, 0, 692], [0, 3, 271], [0, 3, 267]]	[[0, 2, 7], [0, 0, 467], [0, 0, 588]]		[[0, 4, 12]]	269
1	3	1358955.630	1358955.630	1358961.897	#ffc0cb	1.0	ProfTask <66>						303
1	3	1358980.811	1359020.346	1364298.334	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <72>		[[0, 0, 642], [0, 3, 273]]	[[0, 1, 480], [0, 3, 269], [0, 1, 483]]		[[0, 4, 12]]	271
1	3	1364340.083	1364340.083	1364346.914	#ffc0cb	1.0	ProfTask <72>						304
1	3	1364370.248	1364383.652	1369149.144	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <78>		[[0, 0, 644], [0, 2, 680]]	[[0, 1, 491], [0, 3, 271], [0, 0, 487]]		[[0, 4, 12]]	273
1	3	1369188.043	1369188.043	1369203.231	#ffc0cb	1.0	ProfTask <78>						305
1	3	1369224.914	1369248.466	1373764.764	#ff0038	1.0	legate::numpy::BinaryOpTask [CPU] <85>		[[0, 1, 646]]	[[0, 0, 631], [0, 0, 504], [0, 2, 11]]		[[0, 4, 12]]	630
1	3	1843951.637	1843951.637	1843966.439	#ffc0cb	1.0	ProfTask <87>						306
1	3	1844723.767	1844723.767	1844730.441	#ffc0cb	1.0	ProfTask <87>						307
1	3	1844738.308	1844738.308	1844743.158	#ffc0cb	1.0	ProfTask <36>						308
1	3	1844874.628	1844874.628	1844891.521	#ffc0cb	1.0	ProfTask <52>						309
1	3	1844898.768	1844898.768	1844902.397	#ffc0cb	1.0	ProfTask <87>						310
1	3	1844966.386	1844966.386	1844973.976	#ffc0cb	1.0	ProfTask <87>						311
1	3	1845079.615	1845079.615	1845085.862	#ffc0cb	1.0	ProfTask <88>						312
1	3	1845092.849	1845092.849	1845096.644	#ffc0cb	1.0	ProfTask <15>						313
1	3	1845103.389	1845103.389	1845108.412	#ffc0cb	1.0	ProfTask <0>						314
1	3	1845132.386	1845132.386	1845139.801	#ffc0cb	1.0	ProfTask <53>						315
1	3	1845168.715	1845168.715	1845175.087	#ffc0cb	1.0	ProfTask <87>						316
