level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
1	1	494356.555	494356.555	1164322.429	#eb00ff	1.0	legion_python_main <1>		[[0, 1, 58], [0, 1, 53]]	[[0, 0, 150], [0, 0, 149], [0, 0, 194]]	[[0, 2, 566], [0, 2, 679], [0, 3, 624], [0, 3, 630], [0, 2, 3], [0, 3, 627], [0, 3, 267], [0, 3, 273], [0, 2, 9], [0, 2, 680], [0, 2, 5], [0, 3, 265], [0, 2, 628], [0, 3, 567], [0, 2, 7], [0, 3, 271], [0, 2, 623], [0, 3, 626], [0, 2, 629], [0, 2, 568], [0, 3, 269], [0, 2, 11]]		12
1	1	1164322.429	1164322.429	1164469.122	#eb00ff	0.15	legion_python_main <1> (waiting)						12
1	1	1164469.122	1164469.122	1164554.852	#eb00ff	0.45	legion_python_main <1> (ready)						12
1	1	1164554.852	1164554.852	1164686.388	#eb00ff	1.0	legion_python_main <1>						12
1	1	1164686.388	1164686.388	1164801.809	#eb00ff	0.15	legion_python_main <1> (waiting)						12
1	1	1164801.809	1164801.809	1164823.261	#eb00ff	0.45	legion_python_main <1> (ready)						12
1	1	1164823.261	1164823.261	1207258.637	#eb00ff	1.0	legion_python_main <1>						12
1	1	1207258.637	1207258.637	1207381.756	#eb00ff	0.15	legion_python_main <1> (waiting)						12
1	1	1207381.756	1207381.756	1207422.856	#eb00ff	0.45	legion_python_main <1> (ready)						12
1	1	1207422.856	1207422.856	1305677.005	#eb00ff	1.0	legion_python_main <1>						12
1	1	1305677.005	1305677.005	1307506.675	#eb00ff	0.15	legion_python_main <1> (waiting)						12
1	1	1307506.675	1307506.675	1307537.619	#eb00ff	0.45	legion_python_main <1> (ready)						12
1	1	1307537.619	1307537.619	1307553.652	#eb00ff	1.0	legion_python_main <1>						12
1	1	1307553.652	1307553.652	1387621.722	#eb00ff	0.15	legion_python_main <1> (waiting)						12
1	1	1387621.722	1387621.722	1387655.987	#eb00ff	0.45	legion_python_main <1> (ready)						12
1	1	1387655.987	1387655.987	1805303.104	#eb00ff	1.0	legion_python_main <1>						12
1	1	1805303.104	1805303.104	1805357.525	#eb00ff	0.15	legion_python_main <1> (waiting)						12
1	1	1805357.525	1805357.525	1805398.321	#eb00ff	0.45	legion_python_main <1> (ready)						12
1	1	1805398.321	1805398.321	1843718.831	#eb00ff	1.0	legion_python_main <1>						12
