time	count
1373884.279	0.00
1373892.118	0.50
1373914.139	0.00
1373935.631	0.50
1373948.425	0.00
1387284.123	0.50
1387301.770	0.00
1387620.271	0.50
1387635.470	0.00
1804975.977	0.50
1805012.283	0.00
1805063.076	0.50
1805068.493	0.00
1805259.310	0.50
1805292.870	0.00
1805312.310	0.50
1805350.358	1.00
1805350.562	0.50
1805386.009	0.00
1805425.680	0.50
1805431.066	0.00
1843677.054	0.50
1843737.041	1.00
1843768.695	0.50
1843815.161	0.00
1843827.225	0.50
1843860.017	1.00
1843861.862	0.50
1843891.732	1.00
1843907.874	0.50
1843922.152	0.00
1843936.415	0.50
1843992.420	1.00
1844012.594	0.50
1844033.640	1.00
1844072.396	0.50
1844093.056	1.00
1844104.457	0.50
1844126.888	1.00
1844192.738	0.50
1844231.819	1.00
1844276.782	0.50
1844639.970	1.00
1844690.377	0.50
1844718.199	1.00
1844750.254	0.50
1844782.026	1.00
1844822.422	0.50
1844849.633	1.00
1844884.140	0.50
1844910.803	1.00
1844942.276	0.50
1844947.737	0.00
1844965.071	0.50
1844970.793	1.00
1845017.478	0.50
1845051.566	0.00
1845052.547	0.50
1845069.252	1.00
1845086.468	0.50
1845104.383	0.00
1845110.994	0.50
1845126.065	1.00
1845146.179	0.50
1845155.068	0.00
