level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
1	3	962689.824	962689.824	962698.725	#ffc0cb	1.0	ProfTask <5>						120
1	3	999427.832	999427.832	999433.367	#ffc0cb	1.0	ProfTask <6>						121
1	3	999530.605	999530.605	999537.468	#ffc0cb	1.0	ProfTask <6>						122
1	3	1019563.499	1019563.499	1019569.168	#ffc0cb	1.0	ProfTask <8>						123
1	3	1019723.664	1019723.664	1019734.354	#ffc0cb	1.0	ProfTask <7>						124
1	3	1019976.547	1019976.547	1019982.927	#ffc0cb	1.0	ProfTask <9>						125
1	3	1020029.859	1020029.859	1020035.992	#ffc0cb	1.0	ProfTask <0>						126
1	3	1020081.621	1020081.621	1020088.315	#ffc0cb	1.0	ProfTask <0>						127
1	3	1020133.393	1020133.393	1020140.003	#ffc0cb	1.0	ProfTask <10>						128
1	3	1020170.226	1020170.226	1020176.043	#ffc0cb	1.0	ProfTask <12>						129
1	3	1020320.009	1020320.009	1020326.182	#ffc0cb	1.0	ProfTask <14>						130
1	3	1020336.073	1020336.073	1020344.812	#ffc0cb	1.0	ProfTask <13>						131
1	3	1020409.676	1020409.676	1020415.356	#ffc0cb	1.0	ProfTask <14>						132
1	3	1020465.741	1020465.741	1020471.704	#ffc0cb	1.0	ProfTask <12>						133
1	3	1020538.912	1020538.912	1020544.913	#ffc0cb	1.0	ProfTask <15>						134
1	3	1020662.935	1020683.611	1022061.790	#00fff6	1.0	legate::numpy::FillTask [CPU] <13>		[[0, 3, 308], [0, 0, 475]]	[[0, 1, 345], [0, 1, 397], [0, 1, 399]]		[[0, 4, 8]]	469
1	3	1022107.376	1022107.376	1022115.335	#ffc0cb	1.0	ProfTask <15>						135
1	3	1022125.977	1022125.977	1022132.984	#ffc0cb	1.0	ProfTask <18>						136
1	3	1022141.854	1022141.854	1022148.613	#ffc0cb	1.0	ProfTask <17>						137
1	3	1022155.102	1022155.102	1022158.592	#ffc0cb	1.0	ProfTask <12>						138
1	3	1022164.775	1022164.775	1022169.154	#ffc0cb	1.0	ProfTask <17>						139
1	3	1022175.085	1022175.085	1022178.496	#ffc0cb	1.0	ProfTask <0>						140
1	3	1022184.906	1022184.906	1022191.677	#ffc0cb	1.0	ProfTask <18>						141
1	3	1022198.572	1022198.572	1022204.310	#ffc0cb	1.0	ProfTask <20>						142
1	3	1022210.953	1022210.953	1022214.923	#ffc0cb	1.0	ProfTask <17>						143
1	3	1022222.553	1022222.553	1022227.962	#ffc0cb	1.0	ProfTask <16>						144
1	3	1022237.249	1022237.249	1022245.039	#ffc0cb	1.0	ProfTask <19>						145
1	2	1022238.538	1022259.076	1023674.045	#00fff6	1.0	legate::numpy::FillTask [CPU] <29>			[[0, 1, 474], [0, 0, 551], [0, 0, 478], [0, 0, 261]]			471
1	3	1022696.533	1023700.501	1024175.988	#00fff6	1.0	legate::numpy::FillTask [CPU] <35>		[[0, 0, 243]]	[[0, 2, 565], [0, 1, 488], [0, 3, 390], [0, 1, 490]]		[[0, 4, 8]]	219
1	1	1023104.640	1024212.470	1025513.689	#00fff6	1.0	legate::numpy::FillTask [CPU] <38>			[[0, 2, 221], [0, 1, 326], [0, 0, 327], [0, 1, 552], [0, 3, 389]]			220
1	2	1023703.011	1025541.836	1025784.682	#00fff6	1.0	legate::numpy::FillTask [CPU] <42>		[[0, 2, 220], [0, 3, 573]]	[[0, 0, 494], [0, 3, 472], [0, 0, 492]]		[[0, 4, 8]]	221
